,Unnamed: 0,código de videojuegos,genres,title,specs,price,release_year,sentiment_analysis
650,650,207490,action,rayman® origins,Single-player,19.99,2012,2
651,651,207570,indie,english country tune,Single-player,4.99,2011,0
652,652,207610,adventure,the walking dead,Single-player,24.99,2012,0
653,653,207690,adventure,botanicula,Single-player,9.99,2012,2
654,654,207730,action,arena wars 2,Single-player,3.99,2012,2
655,655,207750,action,symphony,Single-player,8.99,2012,2
656,656,207790,simulation,janes advanced strike fighters,Single-player,9.99,2012,2
657,657,207930,action,sacred citadel,Single-player,9.99,2013,2
658,658,208090,action,loadout,Multi-player,0.0,2014,2
659,659,208140,strategy,endless space® - collection,Single-player,19.99,2012,2
660,660,208200,action,doom 3: bfg edition,Single-player,19.99,2012,2
661,661,208460,action,tryst,Single-player,14.99,2012,0
662,662,208480,adventure,assassin’s creed® iii,Single-player,19.99,2012,2
663,663,208500,racing,f1 2012™,Single-player,19.99,2012,2
664,664,208520,simulation,omerta - city of gangsters,Single-player,14.99,2013,2
665,665,208580,rpg,star wars™ knights of the old republic™ ii - the sith lords™,Single-player,9.99,2005,2
666,666,208650,action,batman™: arkham knight,Single-player,19.99,2015,2
667,667,208670,action,blades of time,Single-player,9.99,2012,0
668,668,208730,action,game of thrones,Single-player,14.99,2012,1
669,669,208750,action,apotheon,Single-player,14.99,2015,0
670,670,209000,action,batman™: arkham origins,Single-player,19.99,2013,2
671,671,209060,action,drunken robot pornography,Single-player,14.99,2014,2
672,672,209080,action,guns of icarus online,Multi-player,4.99,2012,0
673,673,209100,action,resident evil: operation raccoon city,Single-player,29.99,2012,0
674,674,209120,action,street fighter x tekken,Single-player,29.99,2012,2
675,675,209160,action,call of duty®: ghosts,Single-player,59.99,2014,2
676,676,209270,indie,hero academy,Single-player,4.99,2012,1
677,677,209360,action,all zombies must die!: scorepocalypse,Single-player,4.99,2012,2
678,678,209370,indie,analogue: a hate story,Single-player,9.99,2012,2
679,679,209520,casual,mini motor racing evo,Single-player,4.99,2013,2
680,680,209540,action,strike suit zero,Single-player,19.99,2013,2
681,681,209630,action,magrunner: dark pulse,Single-player,9.99,2013,2
682,682,209650,action,call of duty®: advanced warfare - gold edition,Single-player,59.99,2014,2
683,683,209670,action,cortex command,Single-player,19.99,2012,0
684,684,209690,strategy,fieldrunners,Single-player,4.99,2012,1
685,685,209730,action,r.a.w. realms of ancient war,Single-player,14.99,2012,2
686,686,209790,indie,splice,Single-player,9.99,2012,1
687,687,209830,action,lone survivor: the directors cut,Single-player,14.99,2012,2
688,688,209870,action,blacklight: retribution,Multi-player,0.0,2012,2
689,689,210170,action,spirits,Single-player,3.99,2012,2
690,690,210550,casual,angry birds space,Single-player,4.99,2013,2
691,691,210770,action,sanctum 2,Single-player,14.99,2013,2
692,692,210870,indie,cloudberry kingdom™,Single-player,9.99,2013,2
693,693,210970,adventure,the witness,Single-player,39.99,2016,2
694,694,211160,action,viking: battle for asgard,Single-player,14.99,2012,0
695,695,211180,adventure,unmechanical,Single-player,9.99,2012,2
696,696,211260,action,they bleed pixels,Single-player,9.99,2012,0
697,697,211280,action,primal fears,Single-player,9.99,2013,0
698,698,211400,action,deadlight,Single-player,14.99,2012,1
699,699,211420,action,dark souls™: prepare to die™ edition,Single-player,19.99,2012,1
700,700,211440,indie,adventures of shuggy,Single-player,4.99,2012,0
701,701,211500,free to play,raceroom racing experience,Single-player,160.91,2013,1
702,702,211600,action,thief™ gold,Single-player,6.99,1998,2
703,703,211740,action,thief™ ii: the metal age,Single-player,6.99,2000,2
704,704,211780,action,conflict desert storm™,Single-player,6.99,2002,2
705,705,211820,action,starbound,Single-player,14.99,2016,2
706,706,212010,action,galaxy on fire 2™ full hd,Single-player,7.99,2012,2
707,707,212030,action,kung fu strike - the warriors rise,Single-player,9.99,2012,2
708,708,212070,action,star conflict,Multi-player,0.0,2013,0
709,709,212160,action,vindictus,Single-player,0.0,2012,2
710,710,212200,action,mabinogi,Single-player,0.0,2012,2
711,711,212410,action,inversion™,Single-player,9.99,2012,2
712,712,212480,racing,sonic &amp; all-stars racing transformed,Single-player,19.99,2013,2
713,713,212500,free to play,the lord of the rings online™,MMO,0.0,2012,1
714,714,212630,action,tom clancys ghost recon: future soldier™,Single-player,19.99,2012,0
715,715,212680,indie,ftl: faster than light,Single-player,9.99,2012,0
716,716,212700,action,party of sin,Single-player,5.99,2012,0
717,717,212800,action,super crate box,Single-player,0.0,2010,2
718,718,213330,action,lego® batman 2 dc super heroes™,Single-player,19.99,2012,0
719,719,213610,action,sonic adventure 2,Single-player,9.99,2012,2
720,720,213650,casual,dwarfs - f2p,Single-player,0.0,2012,0
721,721,213670,action,south park™: the stick of truth™,Single-player,29.99,2014,1
722,722,213850,strategy,magic 2014 — duels of the planeswalkers,Single-player,9.99,2013,1
723,723,214130,indie,aerofly fs 1 flight simulator,Single-player,9.99,2012,1
724,724,214190,action,minimum,Multi-player,0.0,2014,2
725,725,214250,action,i am alive,Single-player,14.99,2012,0
726,726,214340,adventure,deponia,Single-player,9.99,2012,0
727,727,214420,action,gear up,Multi-player,0.0,2015,2
728,728,214490,action,alien: isolation,Single-player,39.99,2014,1
729,729,214510,action,lego the lord of the rings,Single-player,19.99,2012,2
730,730,214560,action,mark of the ninja,Single-player,14.99,2012,1
731,731,214610,adventure,cherry tree high comedy club,Single-player,7.99,2012,2
732,732,214630,action,call of duty: black ops - mac edition,Single-player,39.99,2012,1
733,733,214700,adventure,thirty flights of loving,Single-player,4.99,2012,1
734,734,214770,action,guacamelee! gold edition,Single-player,14.99,2013,1
735,735,214790,adventure,the basement collection,Single-player,3.99,2012,2
736,736,214830,action,half minute hero: super mega neo climax ultimate boy,Single-player,9.99,2012,2
737,737,214870,action,painkiller hell &amp; damnation,Single-player,19.99,2012,1
738,738,214950,strategy,total war™: rome ii - emperor edition,Single-player,59.95,2013,2
739,739,214970,action,intrusion 2,Single-player,9.99,2012,2
740,740,215080,adventure,wakfu,Multi-player,0.0,2014,2
741,741,215100,free to play,ragnarok online,Single-player,0.0,2003,1
742,742,215280,action,secret world legends,Multi-player,0.0,2017,2
743,743,215470,action,primal carnage,Multi-player,7.99,2012,0
744,744,215510,adventure,rocketbirds: hardboiled chicken,Single-player,4.99,2012,1
745,745,215530,action,the incredible adventures of van helsing,Single-player,14.99,2013,1
746,746,215630,action,demonicon,Single-player,9.99,2013,2
747,747,215670,adventure,home,Single-player,2.99,2012,2
748,748,215690,action,zeno clash 2,Single-player,14.99,2013,2
749,749,215710,action,fieldrunners 2,Single-player,9.99,2013,2
750,750,216110,action,tiny troopers,Single-player,4.99,2012,2
751,751,216150,casual,maplestory,Single-player,0.0,2012,2
752,752,216260,indie,don bradman cricket 14,Single-player,39.99,2014,2
753,753,216890,sports,blood bowl: chaos edition,Single-player,14.99,2012,0
754,754,216910,action,of orcs and men,Single-player,14.99,2012,2
755,755,217100,action,dementium ii hd,Single-player,4.99,2013,0
756,756,217140,action,rise of the triad,Single-player,14.99,2013,1
757,757,217200,strategy,worms armageddon,Single-player,14.99,1999,1
758,758,217690,adventure,anna - extended edition,Single-player,9.99,2013,1
759,759,217920,action,alien rage - unlimited,Single-player,19.99,2013,0
760,760,218040,indie,democracy 2,Single-player,19.99,2007,2
761,761,218060,action,bit.trip presents... runner2: future legend of rhythm alien,Single-player,14.99,2013,2
762,762,218130,action,dungeonland,Single-player,0.0,2013,2
763,763,218230,action,planetside 2,Multi-player,0.0,2012,0
764,764,218410,indie,defenders quest: valley of the forgotten (dx edition),Single-player,14.99,2012,2
765,765,218640,action,lucius,Single-player,9.99,2012,2
766,766,218680,adventure,scribblenauts unlimited,Single-player,19.99,2012,2
767,767,218740,adventure,pid,Single-player,9.99,2012,2
768,768,218820,action,mercenary kings,Single-player,19.99,2014,2
769,769,219150,action,hotline miami,Single-player,9.99,2012,2
770,770,219190,action,ultratron,Single-player,9.99,2013,2
771,771,219640,action,chivalry: medieval warfare,Multi-player,24.99,2012,2
772,772,219680,adventure,proteus,Single-player,9.99,2013,0
773,773,219700,free to play,dogs of war online,Multi-player,0.0,2014,1
774,774,219830,action,king arthurs gold,Single-player,9.99,2013,2
775,775,219890,adventure,antichamber,Single-player,19.99,2013,2
776,776,219910,adventure,edna &amp; harvey: harveys new eyes,Single-player,19.99,2012,2
777,777,219990,action,grim dawn,Single-player,24.99,2016,2
778,778,220090,adventure,the journey down: chapter one,Single-player,8.99,2013,1
779,779,220160,action,trials evolution: gold edition,Single-player,19.99,2013,2
780,780,220200,indie,kerbal space program,Single-player,39.99,2015,2
781,781,220240,action,far cry 3,Single-player,19.99,2012,2
782,782,220260,casual,farming simulator 2013 titanium edition,Single-player,19.99,2013,1
783,783,220440,action,dmc: devil may cry,Single-player,29.99,2013,0
784,784,220460,action,cargo commander,Single-player,4.99,2012,2
785,785,220660,indie,stardrive,Single-player,29.99,2013,0
786,786,220700,design &amp; illustration,rpg maker vx ace,Steam Trading Cards,69.99,2012,2
787,787,220740,adventure,chaos on deponia,Single-player,19.99,2012,1
788,788,220780,indie,thomas was alone,Single-player,9.99,2012,2
789,789,220820,action,zombie driver hd,Single-player,9.99,2012,1
790,790,220860,action,mcpixel,Single-player,4.99,2012,2
791,791,220900,action,jack lumber,Single-player,4.99,2013,1
792,792,221020,indie,towns,Single-player,14.99,2012,1
793,793,221040,action,resident evil 6 / biohazard 6,Single-player,29.99,2013,2
794,794,221100,action,dayz,Multi-player,34.99,2013,2
795,795,221180,indie,eufloria hd,Single-player,14.99,2014,2
796,796,221260,adventure,little inferno,Single-player,9.99,2012,2
797,797,221380,strategy,age of empires ii hd,Single-player,19.99,2013,1
798,798,221540,indie,dg2: defense grid 2,Single-player,14.99,2014,2
799,799,221640,action,super hexagon,Single-player,2.99,2012,2
800,800,221680,casual,rocksmith® 2014 edition - remastered,Single-player,39.99,2016,2
801,801,221810,adventure,the cave,Single-player,14.99,2013,2
802,802,221910,adventure,the stanley parable,Single-player,14.99,2013,1
803,803,222140,action,puddle,Single-player,7.99,2012,2
804,804,222420,action,the king of fighters 98 ultimate match final edition,Single-player,14.99,2014,1
805,805,222440,action,the king of fighters 2002 unlimited match,Single-player,14.99,2015,1
806,806,222480,action,resident evil revelations / biohazard revelations,Single-player,29.99,2013,0
807,807,222520,free to play,champions of regnum,MMO,0.0,2013,2
808,808,222660,action,retro/grade,Single-player,9.99,2013,2
809,809,222730,indie,reus,Single-player,9.99,2013,2
810,810,222750,strategy,wargame: airland battle,Single-player,19.99,2013,0
811,811,222880,action,insurgency,Multi-player,9.99,2014,2
812,812,222940,action,the king of fighters xiii steam edition,Single-player,19.99,2013,2
813,813,222980,action,dead pixels,Single-player,2.99,2012,1
814,814,223430,action,miner wars 2081,Single-player,9.99,2012,2
815,815,223470,action,postal 2,Single-player,9.99,2003,2
816,816,223510,action,miasmata,Single-player,14.99,2012,2
817,817,223710,action,cry of fear,Single-player,0.0,2013,1
818,818,223810,action,ys i &amp; ii chronicles+,Single-player,14.99,2013,1
819,819,223830,indie,xenonauts,Single-player,24.99,2014,2
820,820,223850,utilities,3dmark,Steam Achievements,29.99,0,2
821,821,224260,action,no more room in hell,Multi-player,0.0,2011,2
822,822,224460,adventure,contrast,Single-player,9.99,2013,2
823,823,224480,action,octodad: dadliest catch,Single-player,14.99,2014,2
824,824,224500,indie,gnomoria,Single-player,14.99,2016,2
825,825,224540,action,ace of spades: battle builder,Multi-player,14.99,2012,0
826,826,224580,action,arma ii: dayz mod,Multi-player,49.99,2013,2
827,827,224600,action,defiance,Multi-player,0.0,2014,2
828,828,224760,indie,fez,Single-player,9.99,2013,2
829,829,224820,action,super house of dead ninjas,Single-player,6.99,2013,0
830,830,224900,action,iron sky: invasion,Single-player,19.99,2012,2
831,831,224960,action,tomb raider i,Single-player,6.99,2012,2
832,832,225080,action,brothers - a tale of two sons,Single-player,14.99,2013,2
833,833,225160,action,shadow warrior classic redux,Single-player,9.99,1997,2
834,834,225260,action,brutal legend,Single-player,14.99,2013,2
835,835,225280,action,full mojo rampage,Single-player,12.99,2014,2
836,836,225360,action,dark,Single-player,9.99,2013,2
837,837,225420,simulation,cities in motion 2,Single-player,19.99,2013,0
838,838,225540,action,just cause™ 3,Single-player,49.99,2015,2
839,839,225600,action,blade symphony,Multi-player,4.99,2014,2
840,840,225640,rpg,sacred 2 gold,Single-player,14.99,2012,2
841,841,225840,action,sven co-op,Multi-player,0.0,1999,2
842,842,226560,adventure,escape dead island,Single-player,14.99,2014,2
843,843,226580,racing,f1 2014,Single-player,29.99,2014,2
844,844,226620,adventure,desktop dungeons,Single-player,14.99,2013,1
845,845,226720,action,lost planet® 3,Single-player,24.99,2013,2
846,846,226740,adventure,monster loves you!,Single-player,9.99,2013,2
847,847,226860,indie,galactic civilizations iii,Single-player,29.99,2015,2
848,848,226960,casual,ironclad tactics,Single-player,14.99,2013,2
849,849,227020,simulation,rise of venice,Single-player,19.99,2013,0
850,850,227080,adventure,papo &amp; yo,Single-player,14.99,2013,2
851,851,227100,action,sniper elite: nazi zombie army,Single-player,14.99,2013,0
852,852,227160,action,kinetic void,Single-player,19.99,2014,1
853,853,227180,free to play,kingdom wars,Single-player,19.98,2013,2
854,854,227200,action,waking mars,Single-player,9.99,2012,2
855,855,227220,action,sang-froid - tales of werewolves,Single-player,0.0,2013,2
856,856,227300,indie,euro truck simulator 2,Single-player,19.99,2013,2
857,857,227480,action,god mode,Single-player,9.99,2013,2
858,858,227560,action,scourge: outbreak,Single-player,7.99,2014,2
859,859,227580,action,"10,000,000",Single-player,4.99,2013,2
860,860,227600,adventure,castle of illusion,Single-player,14.99,2013,2
861,861,227780,action,serious sam classics: revolution,Single-player,9.99,2014,1
862,862,227860,indie,castle story,Single-player,24.99,2017,2
863,863,227940,action,heroes &amp; generals,Multi-player,0.0,2016,0
864,864,228260,indie,fallen enchantress: legendary heroes,Single-player,24.99,2013,2
865,865,228280,rpg,baldurs gate: enhanced edition,Single-player,19.99,2013,2
866,866,228300,action,remember me,Single-player,29.99,2013,2
867,867,228380,action,next car game: wreckfest,Single-player,39.99,2014,2
868,868,228400,action,ace combat assault horizon - enhanced edition,Single-player,19.99,2013,2
869,869,228440,indie,cubemen 2,Single-player,7.99,2013,2
870,870,228760,racing,trackmania² canyon,Single-player,19.99,2011,0
871,871,228960,indie,skulls of the shogun,Single-player,9.99,2013,2
872,872,229580,adventure,dream,Single-player,8.99,2015,0
873,873,229870,action,shootmania storm,Multi-player,19.99,2013,1
874,874,230050,indie,dlc quest,Single-player,2.99,2013,1
875,875,230070,indie,the age of decadence,Single-player,29.99,2015,2
876,876,230190,indie,war for the overworld,Single-player,29.99,2015,1
877,877,230230,adventure,divinity: original sin (classic),Single-player,39.99,2014,2
878,878,230270,action,n++ (nplusplus),Single-player,14.99,2016,1
879,879,230310,action,akaneiro: demon hunters,Single-player,0.0,2014,2
880,880,230410,action,warframe,Single-player,0.0,2013,2
881,881,230650,indie,lords of football,Single-player,14.99,2013,0
882,882,230700,action,la-mulana,Single-player,14.99,2013,0
883,883,230840,action,daylight,Single-player,9.99,2014,2
884,884,230980,adventure,starseed pilgrim,Single-player,5.99,2013,1
885,885,231040,action,beatbuddy: tale of the guardians,Single-player,9.99,2013,2
886,886,231060,free to play,ragnarok online 2,Single-player,0.0,2013,1
887,887,231140,simulation,cities xl platinum,Single-player,9.99,2013,1
888,888,231160,action,the swapper,Single-player,14.99,2013,1
889,889,231310,adventure,mirrormoon ep,Single-player,14.99,2013,1
890,890,231430,strategy,company of heroes 2,Single-player,19.99,2013,2
891,891,231740,indie,knights of pen and paper +1 edition,Single-player,9.99,2013,0
892,892,231910,action,leisure suit larry in the land of the lounge lizards: reloaded,Single-player,0.0,2013,0
893,893,232010,indie,euro truck simulator,Single-player,4.99,2008,1
894,894,232050,indie,eador. masters of the broken world,Single-player,19.99,2013,2
895,895,232090,action,killing floor 2,Single-player,29.99,2016,2
896,896,232430,adventure,gone home,Single-player,14.99,2013,2
897,897,232750,action,mars: war logs,Single-player,14.99,2013,0
898,898,232770,action,postal,Single-player,1.99,1997,0
899,899,232790,adventure,broken age,Single-player,19.99,2014,2
900,900,232890,simulation,stronghold crusader 2,Single-player,49.99,2014,0
901,901,232910,racing,trackmania² stadium,Single-player,9.99,2013,2
902,902,232950,simulation,bridge project,Single-player,19.99,2013,2
903,903,232970,action,thunder wolves,Single-player,9.99,2013,2
904,904,233110,indie,defense technica,Single-player,14.99,2013,0
905,905,233130,action,shadow warrior,Single-player,39.99,2013,0
906,906,233150,action,luftrausers,Single-player,9.99,2014,2
907,907,233190,action,final exam,Single-player,9.99,2013,2
908,908,233270,action,far cry 3 - blood dragon,Single-player,14.99,2013,0
909,909,233290,action,murdered: soul suspect,Single-player,29.99,2014,2
910,910,233310,indie,avadon 2: the corruption,Single-player,9.99,2013,2
911,911,233350,action,sudeki,Single-player,5.99,2005,2
912,912,233370,adventure,the raven - legacy of a master thief,Single-player,24.99,2013,2
913,913,233450,indie,prison architect,Single-player,29.99,2015,2
914,914,233470,adventure,evoland,Single-player,9.99,2013,2
915,915,233550,action,another world – 20th anniversary edition,Single-player,9.99,2013,2
916,916,233700,casual,sword of the stars: the pit,Single-player,12.99,0,2
917,917,233720,action,surgeon simulator,Single-player,9.99,2013,2
918,918,233740,indie,organ trail: directors cut,Single-player,4.99,2013,2
919,919,233840,strategy,worms clan wars,Single-player,24.99,2013,2
920,920,233980,action,unepic,Single-player,12.99,2014,2
921,921,234080,action,castlevania: lords of shadow – ultimate edition,Single-player,29.99,2013,2
922,922,234140,action,mad max,Single-player,19.99,2015,0
923,923,234160,action,strike suit infinity,Single-player,6.99,2013,0
924,924,234190,action,receiver,Single-player,4.99,2013,2
925,925,234330,casual,marvel puzzle quest,Single-player,0.0,2013,2
926,926,234390,action,teleglitch: die more edition,Single-player,12.99,2013,1
927,927,234490,action,rush bros.,Single-player,9.99,2013,2
928,928,234650,adventure,shadowrun returns,Single-player,14.99,2013,2
929,929,234670,action,naruto shippuden: ultimate ninja storm 3 full burst hd,Single-player,19.99,2013,2
930,930,234710,casual,poker night 2,Single-player,4.99,2013,2
931,931,234920,adventure,dyscourse,Single-player,14.99,2015,2
932,932,235070,action,bad bots,Single-player,4.99,2013,1
933,933,235210,action,strider™ / ストライダー飛竜®,Single-player,14.99,2014,2
934,934,235250,casual,super sanctum td,Single-player,4.99,2013,0
935,935,235360,casual,prime world: defenders,Single-player,9.99,2013,1
936,936,235460,action,metal gear rising: revengeance,Single-player,29.99,2014,2
937,937,235540,action,warhammer: end times - vermintide,Single-player,29.99,2015,2
938,938,235600,action,tom clancy’s splinter cell blacklist,Single-player,29.99,2013,2
939,939,235800,indie,audiosurf 2,Single-player,14.99,2015,2
940,940,235980,casual,tetrobot and co.,Single-player,9.99,2013,2
941,941,236090,action,dust: an elysian tail,Single-player,14.99,2013,2
942,942,236110,action,dungeon defenders ii,Single-player,0.0,2017,0
943,943,236150,action,starpoint gemini 2,Single-player,34.99,2014,2
944,944,236370,action,interstellar marines,Single-player,9.99,2013,2
945,945,236430,action,dark souls™ ii,Single-player,39.99,2014,2
946,946,236450,action,pac-man™ championship edition dx+,Single-player,9.99,2013,2
947,947,236690,sports,blood bowl 2,Single-player,19.99,2015,0
948,948,236730,action,anomaly 2,Single-player,14.99,2013,2
949,949,236790,casual,agricultural simulator 2013 - steam edition,Single-player,9.99,2013,2
950,950,236850,simulation,europa universalis iv,Single-player,39.99,2013,1
951,951,236870,action,hitman™,Single-player,0.0,2016,2
952,952,237110,action,mortal kombat komplete edition,Single-player,19.99,2013,1
953,953,237310,action,elsword,Single-player,0.0,2014,0
954,954,237370,audio production,playclaw 5 - game recording and streaming,Steam Achievements,39.99,2013,2
955,955,237590,action,r.i.p.d.: the game,Co-op,9.99,2013,2
956,956,237630,action,ducktales: remastered,Single-player,14.99,2013,2
957,957,237740,action,angry video game nerd adventures,Single-player,4.99,2013,2
958,958,237760,action,intake,Single-player,9.99,2013,0
959,959,237850,adventure,dreamfall chapters,Single-player,24.99,2017,2
960,960,237870,action,planet explorers,Single-player,14.99,2016,2
961,961,237890,adventure,agarest: generations of war,Single-player,14.99,2014,2
962,962,237930,action,transistor,Single-player,19.99,2014,2
963,963,237950,indie,ufo: afterlight,Single-player,6.99,2007,1
964,964,237970,adventure,memento mori 2,Single-player,24.99,2014,0
965,965,237990,indie,the banner saga,Single-player,19.99,2014,2
966,966,238010,action,deus ex: human revolution - directors cut,Single-player,19.99,2013,2
967,967,238090,action,sniper elite 3,Single-player,29.99,2014,2
968,968,238210,action,system shock 2,Single-player,9.99,1999,2
969,969,238240,action,edge of space,Single-player,14.99,2015,2
970,970,238260,free to play,pinball arcade,Single-player,0.0,2013,2
971,971,238320,action,outlast,Single-player,19.99,2013,2
972,972,238370,action,magicka 2,Single-player,14.99,2015,1
973,973,238430,action,contagion,Single-player,9.99,2013,0
974,974,238460,action,battleblock theater®,Single-player,14.99,2014,2
975,975,238750,rpg,might &amp; magic x - legacy,Single-player,24.99,2014,2
976,976,238910,indie,bionic dues,Single-player,9.99,2013,2
977,977,239030,adventure,"papers,please",Single-player,9.99,2013,2
978,978,239070,action,hammerwatch,Single-player,9.99,2013,0
979,979,239120,rpg,final fantasy iii,Single-player,15.99,2014,2
980,980,239140,action,dying light,Single-player,39.99,2015,2
981,981,239160,action,thief,Single-player,29.99,2014,1
982,982,239200,action,amnesia: a machine for pigs,Single-player,19.99,2013,2
983,983,239250,action,castlevania: lords of shadow 2,Single-player,39.99,2014,0
984,984,239350,indie,spelunky,Single-player,14.99,2013,2
985,985,239660,action,soldier front 2,Multi-player,0.0,2013,2
986,986,239700,indie,hate plus,Single-player,9.99,2013,2
987,987,239720,action,pac-man™ and the ghostly adventures,Single-player,19.99,2013,2
988,988,239800,action,bleed,Single-player,4.99,2013,2
989,989,239820,casual,game dev tycoon,Single-player,9.99,2013,2
990,990,239840,indie,dead state: reanimated,Single-player,19.99,2014,2
991,991,240440,action,quadrilateral cowboy,Single-player,19.99,2016,2
992,992,240600,racing,motogp™13,Single-player,9.99,2013,2
993,993,240620,action,wanderlust adventures,Single-player,9.99,2015,2
994,994,240760,adventure,wasteland 2: directors cut,Single-player,39.99,2014,2
995,995,240970,action,half minute hero: the second coming,Single-player,9.99,2014,2
996,996,241240,casual,contraption maker,Single-player,7.99,2014,2
997,997,241260,adventure,sherlock holmes: crimes and punishments,Single-player,29.99,2014,0
998,998,241320,adventure,ittle dew,Single-player,9.99,2013,1
999,999,241410,action,castlestorm,Single-player,9.99,2013,2
1000,1000,241540,action,state of decay,Single-player,13.98,2013,1
1001,1001,241560,action,the crew™,Single-player,29.99,2014,2
1002,1002,241600,action,rogue legacy,Single-player,14.99,2013,2
1003,1003,241720,action,guncraft,Single-player,14.99,2013,2
1004,1004,241910,adventure,goodbye deponia,Single-player,19.99,2013,2
1005,1005,241930,action,middle-earth™: shadow of mordor™,Single-player,19.99,2014,2
1006,1006,242050,action,assassin’s creed® iv black flag™,Single-player,19.99,2013,2
1007,1007,242130,action,vector thrust,Single-player,24.99,2015,0
1008,1008,242550,action,rayman® legends,Single-player,29.99,2013,2
1009,1009,242570,indie,space hulk,Single-player,24.99,2013,1
1010,1010,242590,action,saints row iv: inauguration station,Single-player,0.0,2013,2
1011,1011,242640,action,styx: master of shadows,Single-player,29.99,2014,2
1012,1012,242680,action,nuclear throne,Single-player,11.99,2015,1
1013,1013,242700,action,injustice: gods among us ultimate edition,Single-player,19.99,2013,2
1014,1014,242720,action,gunz 2: the second duel,Multi-player,0.0,2014,2
1015,1015,242760,action,the forest,Single-player,14.99,2014,0
1016,1016,242780,adventure,cognition: an erica reed thriller,Single-player,14.99,2013,2
1017,1017,242800,action,day one : garrys incident,Single-player,2.99,2013,0
1018,1018,242820,action,140,Single-player,4.99,2013,0
1019,1019,242860,action,verdun,Multi-player,24.99,2015,0
1020,1020,242880,action,"sir,you are being hunted",Single-player,19.99,2013,2
1021,1021,242920,indie,banished,Single-player,19.99,2014,2
1022,1022,242940,rpg,anachronox,Single-player,6.99,2001,2
1023,1023,242980,action,daikatana,Single-player,6.99,2000,2
1024,1024,243200,adventure,memoria,Single-player,19.99,2013,2
1025,1025,243280,action,poöf,Single-player,6.99,2013,2
1026,1026,243360,racing,trackmania² valley,Single-player,19.99,2013,2
1027,1027,243450,action,urban trial freestyle,Single-player,6.99,2013,2
1028,1028,243470,action,watch_dogs™,Single-player,29.99,2014,0
1029,1029,243780,strategy,pixeljunk™ monsters ultimate,Single-player,9.99,2013,0
1030,1030,243800,action,gas guzzlers extreme,Single-player,24.99,2013,2
1031,1031,243950,action,divinity: dragon commander,Single-player,39.99,2013,2
1032,1032,243970,action,"invisible,inc.",Single-player,19.99,2015,2
1033,1033,244050,free to play,rise of flight united,Single-player,0.0,2013,0
1034,1034,244160,simulation,homeworld remastered collection,Single-player,34.99,2015,2
1035,1035,244410,indie,supreme ruler 1936,Single-player,12.99,2014,1
1036,1036,244450,action,men of war: assault squad 2,Single-player,29.99,2014,2
1037,1037,244590,action,epigenesis,Single-player,0.0,2014,0
1038,1038,244630,action,neotokyo,Multi-player,0.0,2014,2
1039,1039,244710,adventure,shelter,Single-player,9.99,2013,2
1040,1040,244730,action,divekick,Single-player,4.99,2013,1
1041,1041,244770,action,starmade,Single-player,14.99,2014,0
1042,1042,244810,action,foul play,Single-player,14.99,2013,1
1043,1043,244870,action,electronic super joy,Single-player,7.99,2013,2
1044,1044,244890,action,velocity®ultra,Single-player,9.99,2013,2
1045,1045,244930,free to play,snow,Single-player,0.0,2013,2
1046,1046,245150,adventure,the novelist,Single-player,14.99,2013,0
1047,1047,245170,action,skullgirls,Single-player,9.99,2013,0
1048,1048,245280,action,enslaved™: odyssey to the west™ premium edition,Single-player,19.99,2013,2
1049,1049,245390,adventure,"i have no mouth,and i must scream",Single-player,5.99,1996,1
1050,1050,245470,indie,democracy 3,Single-player,24.99,2013,1
1051,1051,245490,racing,trials fusion™,Single-player,19.99,2014,2
1052,1052,245620,rpg,tropico 5,Single-player,19.99,2014,2
1053,1053,246070,adventure,hack n slash,Single-player,13.37,2014,1
1054,1054,246090,indie,spacebase df-9,Single-player,9.99,2014,0
1055,1055,246110,indie,massive chalice,Single-player,19.99,2015,1
1056,1056,246420,action,kingdom rush,Single-player,9.99,2014,2
1057,1057,246580,action,the typing of the dead: overkill,Single-player,19.99,2013,0
1058,1058,246620,casual,plague inc: evolved,Single-player,14.99,2016,0
1059,1059,246700,action,strike vector,Single-player,11.99,2014,1
1060,1060,246840,action,fate,Single-player,7.99,2005,2
1061,1061,246940,indie,lords of the black sun,Single-player,29.99,2014,2
1062,1062,247000,indie,talisman: digital edition,Single-player,7.99,2014,2
1063,1063,247020,action,"cook,serve,delicious!",Single-player,9.99,2013,0
1064,1064,247080,action,crypt of the necrodancer,Single-player,14.99,2015,0
1065,1065,247120,action,portal 2 sixense perceptual pack,Single-player,0.0,2013,0
1066,1066,247140,casual,soundodger+,Single-player,7.99,2013,2
1067,1067,247240,action,volgarr the viking,Single-player,9.99,2013,2
1068,1068,247430,action,hitman: contracts,Single-player,6.99,2004,1
1069,1069,247580,action,magicka: wizards of the square tablet,Single-player,4.99,2013,0
1070,1070,247660,action,deadly premonition: the directors cut,Single-player,24.99,2013,0
1071,1071,247730,action,nether: resurrected,Single-player,4.99,2014,1
1072,1072,247910,action,sniper elite: nazi zombie army 2,Single-player,14.99,2013,1
1073,1073,247950,action,sacred 3,Single-player,14.99,2014,2
1074,1074,248170,animation &amp; modeling,clickteam fusion 2.5,Single-player,99.99,2013,0
1075,1075,248310,action,freedom planet,Single-player,14.99,2014,2
1076,1076,248350,action,omegalodon,Multi-player,9.99,2012,2
1077,1077,248390,indie,craft the world,Single-player,18.99,2014,2
