,código de videojuegos,genres,title,specs,price,release_year,sentiment_analysis
677,209360,0,88,10,4.99,2012,2
678,209370,7,109,10,9.99,2012,2
679,209520,4,1395,10,4.99,2013,2
680,209540,0,2095,10,19.99,2013,2
681,209630,0,1317,10,9.99,2013,2
682,209650,0,334,10,59.99,2014,2
683,209670,0,451,10,19.99,2012,0
684,209690,13,816,10,4.99,2012,1
685,209730,0,1705,10,14.99,2012,2
686,209790,7,2024,10,9.99,2012,1
687,209830,0,1274,10,14.99,2012,2
688,209870,0,254,6,0.0,2012,2
689,210170,0,2023,10,3.99,2012,2
690,210550,4,114,10,4.99,2013,2
691,210770,0,1865,10,14.99,2013,2
692,210870,7,412,10,9.99,2013,2
693,210970,1,2310,10,39.99,2016,2
694,211160,0,2494,10,14.99,2012,0
695,211180,1,2459,10,9.99,2012,2
696,211260,0,2319,10,9.99,2012,0
697,211280,0,1665,10,9.99,2013,0
698,211400,0,556,10,14.99,2012,1
699,211420,0,517,10,19.99,2012,1
700,211440,7,60,10,4.99,2012,0
701,211500,6,1712,10,160.91,2013,1
702,211600,0,2324,10,6.99,1998,2
703,211740,0,2325,10,6.99,2000,2
704,211780,0,438,10,6.99,2002,2
705,211820,0,2062,10,14.99,2016,2
706,212010,0,905,10,7.99,2012,2
707,212030,0,1214,10,9.99,2012,2
708,212070,0,2040,6,0.0,2013,0
709,212160,0,2496,10,0.0,2012,2
710,212200,0,1300,10,0.0,2012,2
711,212410,0,1145,10,9.99,2012,2
712,212480,9,1987,10,19.99,2013,2
713,212500,6,2257,5,0.0,2012,1
714,212630,0,2356,10,19.99,2012,0
715,212680,7,893,10,9.99,2012,0
716,212700,0,1589,10,5.99,2012,0
717,212800,0,2114,10,0.0,2010,2
718,213330,0,1238,10,19.99,2012,0
719,213610,0,1988,10,9.99,2012,2
720,213650,4,691,10,0.0,2012,0
721,213670,0,1996,10,29.99,2014,1
722,213850,13,1307,10,9.99,2013,1
723,214130,7,62,10,9.99,2012,1
724,214190,0,1396,6,0.0,2014,2
725,214250,0,1103,10,14.99,2012,0
726,214340,1,585,10,9.99,2012,0
727,214420,0,924,6,0.0,2015,2
728,214490,0,85,10,39.99,2014,1
729,214510,0,1237,10,19.99,2012,2
730,214560,0,1334,10,14.99,2012,1
731,214610,1,380,10,7.99,2012,2
732,214630,0,328,10,39.99,2012,1
733,214700,1,2327,10,4.99,2012,1
734,214770,0,982,10,14.99,2013,1
735,214790,1,2189,10,3.99,2012,2
736,214830,0,1006,10,9.99,2012,2
737,214870,0,1572,10,19.99,2012,1
738,214950,13,2379,10,59.95,2013,2
739,214970,0,1143,10,9.99,2012,2
740,215080,1,2507,6,0.0,2014,2
741,215100,6,1718,10,0.0,2003,1
742,215280,0,1887,6,0.0,2017,2
743,215470,0,1663,6,7.99,2012,0
744,215510,1,1806,10,4.99,2012,1
745,215530,0,2237,10,14.99,2013,1
746,215630,0,583,10,9.99,2013,2
747,215670,1,1071,10,2.99,2012,2
748,215690,0,2623,10,14.99,2013,2
749,215710,0,817,10,9.99,2013,2
750,216110,0,2345,10,4.99,2012,2
751,216150,4,1330,10,0.0,2012,2
752,216260,7,635,10,39.99,2014,2
753,216890,12,270,10,14.99,2012,0
754,216910,0,1518,10,14.99,2012,2
755,217100,0,579,10,4.99,2013,0
756,217140,0,1787,10,14.99,2013,1
757,217200,13,2579,10,14.99,1999,1
758,217690,1,117,10,9.99,2013,1
759,217920,0,84,10,19.99,2013,0
760,218040,7,580,10,19.99,2007,2
761,218060,0,248,10,14.99,2013,2
762,218130,0,686,10,0.0,2013,2
763,218230,0,1627,6,0.0,2012,0
764,218410,7,571,10,14.99,2012,2
765,218640,0,1294,10,9.99,2012,2
766,218680,1,1881,10,19.99,2012,2
767,218740,1,1605,10,9.99,2012,2
768,218820,0,1372,10,19.99,2014,2
769,219150,0,1078,10,9.99,2012,2
770,219190,0,2444,10,9.99,2013,2
771,219640,0,386,6,24.99,2012,2
772,219680,1,1683,10,9.99,2013,0
773,219700,6,632,6,0.0,2014,1
774,219830,0,1191,10,9.99,2013,2
775,219890,1,127,10,19.99,2013,2
776,219910,1,712,10,19.99,2012,2
777,219990,0,978,10,24.99,2016,2
778,220090,1,2242,10,8.99,2013,1
779,220160,0,2406,10,19.99,2013,2
780,220200,7,1183,10,39.99,2015,2
781,220240,0,798,10,19.99,2012,2
782,220260,4,806,10,19.99,2013,1
783,220440,0,631,10,29.99,2013,0
784,220460,0,349,10,4.99,2012,2
785,220660,7,2064,10,29.99,2013,0
786,220700,5,1827,12,69.99,2012,2
787,220740,1,375,10,19.99,2012,1
788,220780,7,2330,10,9.99,2012,2
789,220820,0,2632,10,9.99,2012,1
790,220860,0,1352,10,4.99,2012,2
791,220900,0,1159,10,4.99,2013,1
792,221020,7,2384,10,14.99,2012,1
793,221040,0,1762,10,29.99,2013,2
794,221100,0,535,6,34.99,2013,2
795,221180,7,748,10,14.99,2014,2
796,221260,1,1269,10,9.99,2012,2
797,221380,13,67,10,19.99,2013,1
798,221540,7,606,10,14.99,2014,2
799,221640,0,2116,10,2.99,2012,2
800,221680,4,1808,10,39.99,2016,2
801,221810,1,2199,10,14.99,2013,2
802,221910,1,2294,10,14.99,2013,1
803,222140,0,1688,10,7.99,2012,2
804,222420,0,2246,10,14.99,2014,1
805,222440,0,2245,10,14.99,2015,1
806,222480,0,1763,10,29.99,2013,0
807,222520,6,372,5,0.0,2013,2
808,222660,0,1770,10,9.99,2013,2
809,222730,7,1771,10,9.99,2013,2
810,222750,13,2518,10,19.99,2013,0
811,222880,0,1137,6,9.99,2014,2
812,222940,0,2247,10,19.99,2013,2
813,222980,0,543,10,2.99,2012,1
814,223430,0,1393,10,9.99,2012,2
815,223470,0,1652,10,9.99,2003,2
816,223510,0,1384,10,14.99,2012,2
817,223710,0,487,10,0.0,2013,1
818,223810,0,2617,10,14.99,2013,1
819,223830,7,2604,10,24.99,2014,2
820,223850,14,15,11,29.99,0,2
821,224260,0,1490,6,0.0,2011,2
822,224460,1,445,10,9.99,2013,2
823,224480,0,1511,10,14.99,2014,2
824,224500,7,940,10,14.99,2016,2
825,224540,0,47,6,14.99,2012,0
826,224580,0,143,6,49.99,2013,2
827,224600,0,574,6,0.0,2014,2
828,224760,7,815,10,9.99,2013,2
829,224820,0,2117,10,6.99,2013,0
830,224900,0,1150,10,19.99,2012,2
831,224960,0,2368,10,6.99,2012,2
832,225080,0,307,10,14.99,2013,2
833,225160,0,1905,10,9.99,1997,2
834,225260,0,309,10,14.99,2013,2
835,225280,0,894,10,12.99,2014,2
836,225360,0,511,10,9.99,2013,2
837,225420,11,398,10,19.99,2013,0
838,225540,0,1178,10,49.99,2015,2
839,225600,0,256,6,4.99,2014,2
840,225640,10,1848,10,14.99,2012,2
841,225840,0,2143,6,0.0,1999,2
842,226560,1,743,10,14.99,2014,2
843,226580,9,775,10,29.99,2014,2
844,226620,1,589,10,14.99,2013,1
845,226720,0,1286,10,24.99,2013,2
846,226740,1,1407,10,9.99,2013,2
847,226860,7,901,10,29.99,2015,2
848,226960,4,1154,10,14.99,2013,2
849,227020,11,1788,10,19.99,2013,0
850,227080,1,1583,10,14.99,2013,2
851,227100,0,1973,10,14.99,2013,0
852,227160,0,1190,10,19.99,2014,1
853,227180,6,1193,10,19.98,2013,2
854,227200,0,2508,10,9.99,2012,2
855,227220,0,1866,10,0.0,2013,2
856,227300,7,751,10,19.99,2013,2
857,227480,0,945,10,9.99,2013,2
858,227560,0,1877,10,7.99,2014,2
859,227580,0,2,10,4.99,2013,2
860,227600,1,360,10,14.99,2013,2
861,227780,0,1898,10,9.99,2014,1
862,227860,7,361,10,24.99,2017,2
863,227940,0,1048,6,0.0,2016,0
864,228260,7,789,10,24.99,2013,2
865,228280,10,189,10,19.99,2013,2
866,228300,0,1753,10,29.99,2013,2
867,228380,0,1481,10,39.99,2014,2
868,228400,0,46,10,19.99,2013,2
869,228440,7,498,10,7.99,2013,2
870,228760,9,2390,10,19.99,2011,0
871,228960,7,1955,10,9.99,2013,2
872,229580,1,662,10,8.99,2015,0
873,229870,0,1926,6,19.99,2013,1
874,230050,7,630,10,2.99,2013,1
875,230070,7,2185,10,29.99,2015,2
876,230190,7,2510,10,29.99,2015,1
877,230230,1,628,10,39.99,2014,2
878,230270,0,1445,10,14.99,2016,1
879,230310,0,78,10,0.0,2014,2
880,230410,0,2517,10,0.0,2013,2
881,230650,7,1280,10,14.99,2013,0
882,230700,0,1217,10,14.99,2013,0
883,230840,0,533,10,9.99,2014,2
884,230980,1,2068,10,5.99,2013,1
885,231040,0,220,10,9.99,2013,2
886,231060,6,1719,10,0.0,2013,1
887,231140,11,399,10,9.99,2013,1
888,231160,0,2296,10,14.99,2013,1
889,231310,1,1398,10,14.99,2013,1
890,231430,13,435,10,19.99,2013,2
891,231740,7,1210,10,9.99,2013,0
892,231910,0,1248,10,0.0,2013,0
893,232010,7,750,10,4.99,2008,1
894,232050,7,700,10,19.99,2013,2
895,232090,0,1188,10,29.99,2016,2
896,232430,1,952,10,14.99,2013,2
897,232750,0,1336,10,14.99,2013,0
898,232770,0,1651,10,1.99,1997,0
899,232790,1,304,10,19.99,2014,2
900,232890,11,2101,10,49.99,2014,0
901,232910,9,2391,10,9.99,2013,2
902,232950,11,300,10,19.99,2013,2
903,232970,0,2331,10,9.99,2013,2
904,233110,7,573,10,14.99,2013,0
905,233130,0,1904,10,39.99,2013,0
906,233150,0,1295,10,9.99,2014,2
907,233190,0,820,10,9.99,2013,2
908,233270,0,799,10,14.99,2013,0
909,233290,0,1431,10,29.99,2014,2
910,233310,7,174,10,9.99,2013,2
911,233350,0,2108,10,5.99,2005,2
912,233370,1,2277,10,24.99,2013,2
913,233450,7,1672,10,29.99,2015,2
914,233470,1,764,10,9.99,2013,2
915,233550,0,124,10,9.99,2013,2
916,233700,4,2147,10,12.99,0,2
917,233720,0,2138,10,9.99,2013,2
918,233740,7,1545,10,4.99,2013,2
919,233840,13,2581,10,24.99,2013,2
920,233980,0,2452,10,12.99,2014,2
921,234080,0,364,10,29.99,2013,2
922,234140,0,1304,10,19.99,2015,0
923,234160,0,2094,10,6.99,2013,0
924,234190,0,1737,10,4.99,2013,2
925,234330,4,1337,10,0.0,2013,2
926,234390,0,2170,10,12.99,2013,1
927,234490,0,1837,10,9.99,2013,2
928,234650,1,1908,10,14.99,2013,2
929,234670,0,1454,10,19.99,2013,2
930,234710,4,1636,10,4.99,2013,2
931,234920,1,696,10,14.99,2015,2
932,235070,0,187,10,4.99,2013,1
933,235210,0,2092,10,14.99,2014,2
934,235250,4,2123,10,4.99,2013,0
935,235360,4,1666,10,9.99,2013,1
936,235460,0,1376,10,29.99,2014,2
937,235540,0,2526,10,29.99,2015,2
938,235600,0,2365,10,29.99,2013,2
939,235800,7,169,10,14.99,2015,2
940,235980,4,2182,10,9.99,2013,2
941,236090,0,689,10,14.99,2013,2
942,236110,0,679,10,0.0,2017,0
943,236150,0,2067,10,34.99,2014,2
944,236370,0,1140,10,9.99,2013,2
945,236430,0,514,10,39.99,2014,2
946,236450,0,1570,10,9.99,2013,2
947,236690,12,269,10,19.99,2015,0
948,236730,0,121,10,14.99,2013,2
949,236790,4,71,10,9.99,2013,2
950,236850,11,753,10,39.99,2013,1
951,236870,0,1069,10,0.0,2016,2
952,237110,0,1415,10,19.99,2013,1
953,237310,0,720,10,0.0,2014,0
954,237370,3,1632,11,39.99,2013,2
955,237590,0,1706,0,9.99,2013,2
956,237630,0,673,10,14.99,2013,2
957,237740,0,115,10,4.99,2013,2
958,237760,0,1138,10,9.99,2013,0
959,237850,1,664,10,24.99,2017,2
960,237870,0,1622,10,14.99,2016,2
961,237890,1,64,10,14.99,2014,2
962,237930,0,2398,10,19.99,2014,2
963,237950,7,2436,10,6.99,2007,1
964,237970,1,1364,10,24.99,2014,0
965,237990,7,2188,10,19.99,2014,2
966,238010,0,596,10,19.99,2013,2
967,238090,0,1971,10,29.99,2014,2
968,238210,0,2151,10,9.99,1999,2
969,238240,0,711,10,14.99,2015,2
970,238260,6,1607,10,0.0,2013,2
971,238320,0,1559,10,19.99,2013,2
972,238370,0,1315,10,14.99,2015,1
973,238430,0,440,10,9.99,2013,0
974,238460,0,207,10,14.99,2014,2
975,238750,10,1389,10,24.99,2014,2
976,238910,7,236,10,9.99,2013,2
977,239030,1,1582,10,9.99,2013,2
978,239070,0,1022,10,9.99,2013,0
979,239120,10,821,10,15.99,2014,2
980,239140,0,693,10,39.99,2015,2
981,239160,0,2321,10,29.99,2014,1
982,239200,0,101,10,19.99,2013,2
983,239250,0,363,10,39.99,2014,0
984,239350,7,2017,10,14.99,2013,2
985,239660,0,1985,6,0.0,2013,2
986,239700,7,1029,10,9.99,2013,2
987,239720,0,1569,10,19.99,2013,2
988,239800,0,260,10,4.99,2013,2
989,239820,4,908,10,9.99,2013,2
990,239840,7,553,10,19.99,2014,2
991,240440,0,1697,10,19.99,2016,2
992,240600,9,1418,10,9.99,2013,2
993,240620,0,2509,10,9.99,2015,2
994,240760,1,2537,10,39.99,2014,2
995,240970,0,1007,10,9.99,2014,2
996,241240,4,444,10,7.99,2014,2
997,241260,1,1920,10,29.99,2014,0
998,241320,1,1158,10,9.99,2013,1
999,241410,0,362,10,9.99,2013,2
1000,241540,0,2072,10,13.98,2013,1
1001,241560,0,2203,10,29.99,2014,2
1002,241600,0,1811,10,14.99,2013,2
1003,241720,0,990,10,14.99,2013,2
1004,241910,1,953,10,19.99,2013,2
1005,241930,0,1386,10,19.99,2014,2
1006,242050,0,158,10,19.99,2013,2
1007,242130,0,2477,10,24.99,2015,0
1008,242550,0,1725,10,29.99,2013,2
1009,242570,7,2000,10,24.99,2013,1
1010,242590,0,1855,10,0.0,2013,2
1011,242640,0,2105,10,29.99,2014,2
1012,242680,0,1501,10,11.99,2015,1
1013,242700,0,1130,10,19.99,2013,2
1014,242720,0,997,6,0.0,2014,2
1015,242760,0,2226,10,14.99,2014,0
1016,242780,1,417,10,14.99,2013,2
1017,242800,0,532,10,2.99,2013,0
1018,242820,0,6,10,4.99,2013,0
1019,242860,0,2484,6,24.99,2015,0
1020,242880,0,1951,10,19.99,2013,2
1021,242920,7,192,10,19.99,2014,2
1022,242940,10,108,10,6.99,2001,2
1023,242980,0,507,10,6.99,2000,2
1024,243200,1,1365,10,19.99,2013,2
1025,243280,0,1657,10,6.99,2013,2
1026,243360,9,2392,10,19.99,2013,2
1027,243450,0,2468,10,6.99,2013,2
1028,243470,0,2538,10,29.99,2014,0
1029,243780,13,1620,10,9.99,2013,0
1030,243800,0,921,10,24.99,2013,2
1031,243950,0,627,10,39.99,2013,2
1032,243970,0,1147,10,19.99,2015,2
1033,244050,6,1785,10,0.0,2013,0
1034,244160,11,1073,10,34.99,2015,2
1035,244410,7,2133,10,12.99,2014,1
1036,244450,0,1369,10,29.99,2014,2
1037,244590,0,740,10,0.0,2014,0
1038,244630,0,1474,6,0.0,2014,2
1039,244710,1,1917,10,9.99,2013,2
1040,244730,0,625,10,4.99,2013,1
1041,244770,0,2066,10,14.99,2014,0
1042,244810,0,871,10,14.99,2013,1
1043,244870,0,716,10,7.99,2013,2
1044,244890,0,2480,10,9.99,2013,2
1045,244930,6,1978,10,0.0,2013,2
1046,245150,1,2269,10,14.99,2013,0
1047,245170,0,1954,10,9.99,2013,0
1048,245280,0,735,10,19.99,2013,2
1049,245390,1,1106,10,5.99,1996,1
1050,245470,7,581,10,24.99,2013,1
1051,245490,9,2407,10,19.99,2014,2
1052,245620,10,2416,10,19.99,2014,2
1053,246070,1,1000,10,13.37,2014,1
1054,246090,7,2005,10,9.99,2014,0
1055,246110,7,1342,10,19.99,2015,1
1056,246420,0,1192,10,9.99,2014,2
1057,246580,0,2300,10,19.99,2013,0
1058,246620,4,1621,10,14.99,2016,0
1059,246700,0,2097,10,11.99,2014,1
1060,246840,0,809,10,7.99,2005,2
1061,246940,7,1281,10,29.99,2014,2
1062,247000,7,2162,10,7.99,2014,2
1063,247020,0,448,10,9.99,2013,0
1064,247080,0,488,10,14.99,2015,0
1065,247120,0,1647,10,0.0,2013,0
1066,247140,4,1995,10,7.99,2013,2
1067,247240,0,2502,10,9.99,2013,2
1068,247430,0,1068,10,6.99,2004,1
1069,247580,0,1316,10,4.99,2013,0
1070,247660,0,557,10,24.99,2013,0
1071,247730,0,1476,10,4.99,2014,1
1072,247910,0,1974,10,14.99,2013,1
1073,247950,0,1849,10,14.99,2014,2
1074,248170,2,409,10,99.99,2013,0
1075,248310,0,883,10,14.99,2014,2
1076,248350,0,1523,6,9.99,2012,2
1077,248390,7,465,10,18.99,2014,2
1078,248410,0,1234,10,0.0,2013,1
1079,248530,0,588,10,14.99,2014,2
1080,248570,0,2373,10,0.0,2006,1
1081,248610,0,644,10,19.99,2014,0
1082,248630,0,1198,6,14.99,2013,2
1083,248650,1,659,10,3.99,2013,2
1084,248710,0,1112,10,4.99,2013,0
1085,248800,1,697,10,4.99,2013,2
1086,248820,0,1792,10,9.99,2013,2
1087,248860,7,1471,10,14.99,2014,0
1088,248970,0,2476,10,6.99,2013,1
1089,249050,1,681,10,11.99,2014,2
1090,249130,0,1243,10,19.99,2013,2
1091,249190,13,111,10,19.99,2014,0
1092,249230,10,1790,10,14.99,2014,0
1093,249330,7,2455,10,3.99,2013,2
1094,249550,7,1475,10,9.99,2014,0
1095,249570,7,2198,6,15.99,2014,2
1096,249590,7,2180,10,9.99,2013,0
1097,249630,0,578,10,7.99,2013,2
1098,249650,7,253,10,19.99,2014,2
1099,249680,0,1335,10,4.99,2013,2
1100,249870,0,1882,10,19.99,2013,2
1101,249950,0,863,10,9.99,2015,2
1102,249990,0,860,10,14.99,2013,0
1103,250050,0,1255,10,12.99,2014,2
1104,250110,0,161,10,14.99,2015,2
1105,250180,0,1379,10,7.99,2014,1
1106,250260,1,1165,10,14.99,2014,2
1107,250320,1,2311,10,24.99,2013,2
1108,250340,0,265,10,9.99,2007,2
1109,250380,7,1211,10,9.99,2013,2
1110,250400,0,1084,10,14.99,2013,2
1111,250420,0,24,5,0.0,2015,2
1112,250460,4,299,10,9.99,2013,2
1113,250500,0,2112,10,2.99,2013,1
1114,250520,7,2449,10,14.99,2015,0
1115,250580,0,1584,10,9.99,2013,2
1116,250600,4,2274,10,0.0,2013,1
1117,250620,0,104,10,16.99,2017,2
1118,250640,0,479,10,7.99,2014,0
1119,250760,0,1929,10,24.99,2014,0
1120,250900,0,2192,10,14.99,2014,2
1121,251060,13,2520,10,29.99,2014,2
1122,251130,7,389,10,14.99,2015,2
1123,251150,10,2251,10,19.99,2014,2
1124,251170,1,508,6,9.99,2014,2
1125,251290,10,2252,10,29.99,2015,2
1126,251310,1,718,10,14.99,2013,1
1127,251370,0,744,10,4.99,2012,2
1128,251430,1,2238,10,14.99,2013,2
1129,251470,0,2382,10,14.99,2014,2
1130,251630,7,2236,10,4.99,2014,2
1131,251730,1,1232,10,23.99,2014,2
1132,251850,0,1345,10,14.99,2013,1
1133,251870,1,941,10,9.99,2011,0
1134,251990,7,1275,10,9.99,2013,2
1135,252030,0,2470,10,14.99,2013,2
1136,252070,0,935,6,14.99,2013,2
1137,252150,4,980,10,3.99,2014,2
1138,252250,7,1318,10,24.99,2013,1
1139,252330,0,1963,10,9.99,2013,2
1140,252350,0,647,10,9.99,2014,2
1141,252370,1,2287,10,4.99,2013,1
1142,252410,0,2073,10,9.99,2013,2
1143,252490,0,1838,6,19.99,2013,0
1144,252530,11,1526,10,34.99,2013,2
1145,252630,0,714,10,14.99,2013,2
1146,252670,1,1487,10,7.99,2013,2
1147,252770,0,2504,10,9.99,2013,2
1148,252910,11,1958,10,3.99,2010,2
1149,252950,0,1805,10,19.99,2015,2
1150,253250,7,2084,10,24.99,2015,2
1151,253350,0,2343,10,29.99,2013,2
1152,253370,2,183,3,19.99,2013,2
1153,253490,0,323,6,0.0,2016,1
1154,253510,7,2533,10,0.0,2014,2
1155,253530,0,868,6,0.0,2007,0
1156,253610,0,2586,10,9.99,2014,2
1157,253650,0,2009,10,4.99,2011,0
1158,253690,0,2344,10,9.99,2013,2
1159,253710,0,2315,10,0.0,2014,2
1160,253770,11,321,10,9.99,2012,0
1161,253920,10,954,10,4.99,1999,1
1162,253940,10,1893,10,4.99,1999,2
1163,253980,10,727,10,4.99,2003,0
1164,254080,13,2575,10,4.99,2001,0
1165,254200,1,869,10,12.99,2015,2
1166,254440,4,1642,10,9.99,2013,0
1167,254460,0,1507,10,6.99,2005,2
1168,254480,0,1508,10,9.99,2008,2
1169,254700,0,1761,10,19.99,2014,1
1170,255070,0,42,10,14.99,2014,0
1171,255220,9,977,10,39.99,2014,0
1172,255260,11,1673,10,9.99,2014,2
1173,255300,1,1172,10,9.99,2013,2
1174,255420,13,1308,10,9.99,2014,2
1175,255710,11,401,10,29.99,2015,2
1176,256010,7,1161,10,19.99,2014,0
1177,256050,11,57,10,19.99,2013,0
1178,256070,9,2419,10,9.99,2013,2
1179,256190,0,731,10,29.99,2014,0
1180,256290,10,383,10,14.99,2014,0
1181,256330,9,2587,10,29.99,2013,2
1182,256370,9,1435,10,19.99,2014,2
1183,257030,0,1679,10,19.99,2017,1
1184,257120,0,1497,10,9.99,2013,2
1185,257170,7,1736,10,14.99,2015,2
1186,257510,0,2297,10,39.99,2014,2
1187,257710,4,1347,10,0.0,2014,2
1188,257730,6,1128,10,0.0,2014,2
1189,257750,0,276,10,9.99,2013,2
1190,257830,1,2497,10,9.99,2013,1
1191,257850,0,1095,10,19.99,2016,0
1192,257970,7,1284,10,19.99,2014,2
1193,258010,0,1784,10,4.99,2013,2
1194,258050,0,2142,10,2.99,2013,2
1195,258090,1,28,10,9.99,2013,2
1196,258180,0,599,10,9.99,2014,0
1197,258200,7,2163,10,6.99,2013,2
1198,258520,1,2301,10,19.99,2014,2
1199,258590,0,59,10,9.99,2014,2
1200,258760,7,1874,10,9.99,2012,1
1201,258880,11,1676,10,14.99,2013,1
1202,258950,1,1409,10,4.99,2013,0
1203,258970,0,923,10,19.99,2014,2
1204,259060,7,634,10,34.99,2013,2
1205,259170,0,89,10,9.99,2008,1
1206,259320,0,1039,10,4.99,2002,0
1207,259390,0,191,10,3.99,2013,2
1208,259410,1,1968,10,4.99,2014,1
1209,259430,0,2628,10,7.99,2012,0
1210,259450,0,666,10,11.99,2014,2
1211,259470,7,1587,10,5.99,2014,2
1212,259530,0,1871,10,1.99,2013,1
1213,259550,1,1044,10,5.99,2012,2
1214,259600,1,832,10,6.99,2013,2
1215,259620,0,12,10,4.99,2011,0
1216,259680,1,2159,10,6.99,2012,0
1217,259700,0,550,10,1.99,2013,2
1218,259720,1,783,10,14.99,2009,2
1219,259740,1,1485,10,9.99,2012,1
1220,259780,0,1488,10,4.99,2013,2
1221,260060,4,2611,10,2.99,1998,0
1222,260130,1,65,10,19.99,2014,2
1223,260160,0,2250,10,19.99,2014,2
1224,260210,0,159,10,19.99,2014,1
1225,260230,1,2471,10,14.99,2014,0
1226,260410,4,933,10,0.0,2014,1
1227,260430,4,2228,7,0.0,2015,1
1228,260510,11,2570,10,2.99,2013,1
1229,260750,1,1470,10,9.99,2004,0
1230,261030,1,2304,10,24.99,2013,2
1231,261110,0,1186,10,19.99,2014,2
1232,261180,0,1251,10,13.99,2014,2
1233,261510,1,2179,10,19.99,2014,2
1234,261530,0,1259,10,19.99,2014,2
1235,261570,0,1547,10,0.0,2015,2
1236,261640,0,286,10,39.99,2014,2
1237,261700,0,742,10,4.99,2013,2
1238,261760,0,1253,10,39.99,2014,2
1239,261880,0,450,10,4.99,2014,2
1240,261920,14,368,10,14.99,2014,1
1241,262060,7,520,10,24.99,2016,2
1242,262120,0,2387,10,14.99,2016,2
1243,262260,0,1169,10,6.99,2014,2
1244,262410,6,2573,10,0.0,2014,2
1245,262490,2,1328,10,49.99,2014,2
1246,262550,0,992,10,1.99,2014,1
1247,262590,7,392,10,3.99,2014,0
1248,262750,0,944,6,19.99,2014,2
1249,262790,0,1553,10,14.99,2014,0
1250,262830,0,475,10,13.99,2014,2
1251,262850,1,2243,10,19.99,2014,1
1252,262900,4,1966,10,2.99,2013,0
1253,262940,1,305,10,24.99,2014,2
1254,262960,0,359,10,9.99,2015,0
1255,263020,0,2070,10,11.99,2014,0
1256,263060,0,267,6,4.99,2015,2
1257,263100,7,25,10,0.99,2013,1
1258,263180,1,2038,10,0.99,2014,1
1259,263200,0,1942,10,9.99,2014,2
1260,263280,1,2019,10,14.99,2014,2
1261,263300,0,259,10,9.99,2014,2
1262,263320,7,1868,10,6.99,2014,2
1263,263340,0,441,10,9.99,2014,2
1264,263360,0,13,10,6.99,2014,1
1265,263380,1,667,10,14.99,2013,2
1266,263400,1,2512,10,9.99,2012,2
1267,263420,0,1675,10,4.99,2014,1
1268,263480,0,831,10,4.99,2014,0
1269,263500,0,657,10,0.0,2014,2
1270,263540,6,2495,5,0.0,2014,2
1271,263560,1,1581,10,4.99,2013,2
1272,263680,0,2451,10,4.99,2014,1
1273,263700,0,1427,10,6.99,2014,0
1274,263740,0,858,10,9.99,2013,2
1275,263760,0,2424,10,9.99,2014,2
1276,263820,0,762,10,1.99,2014,0
1277,263960,0,2592,10,14.99,2014,2
1278,263980,0,1555,10,0.49,2016,2
1279,264120,6,2492,10,0.0,2016,2
1280,264140,1,1614,10,9.99,2015,1
1281,264200,0,1529,10,4.99,2014,1
1282,264240,0,439,10,9.99,2014,1
1283,264280,0,27,10,4.99,2014,2
1284,264380,7,1453,10,0.0,2007,2
1285,265000,0,859,10,19.99,2016,2
1286,265120,7,1373,10,6.99,2014,2
1287,265300,0,1282,10,29.99,2014,2
1288,265330,1,951,10,4.99,2013,2
1289,265550,0,546,10,29.99,2014,0
1290,265610,1,738,10,11.99,2014,2
1291,265630,0,842,6,0.0,2014,1
1292,265690,1,1447,10,14.99,2014,2
1293,265750,0,1886,6,14.99,2015,2
1294,265770,0,344,6,0.0,2014,1
1295,265810,4,2281,10,4.99,2015,0
1296,265870,1,91,10,9.99,2014,0
1297,265890,4,1054,10,2.99,2014,2
1298,265930,4,942,10,9.99,2014,1
1299,266010,4,1298,10,2.99,2014,2
1300,266070,0,402,6,0.0,2014,2
1301,266110,0,2380,10,14.99,2014,2
1302,266130,0,296,10,14.99,2014,2
1303,266150,0,1287,6,0.0,2013,0
1304,266210,7,1535,10,3.49,2014,2
1305,266370,0,327,10,1.99,2014,0
1306,266390,4,804,10,9.99,2013,2
1307,266430,4,110,10,0.0,2014,2
1308,266490,1,1262,10,14.99,2014,2
1309,266510,0,1023,10,19.99,2015,2
1310,266590,2,70,10,79.99,2013,2
1311,267340,4,227,10,9.99,2014,2
1312,267490,0,202,10,19.99,2014,0
1313,267530,0,2254,10,19.99,2014,1
1314,267600,11,76,10,9.99,2013,1
1315,267610,11,2567,10,9.99,2013,0
1316,267750,7,1907,10,19.99,2015,1
1317,267940,0,938,10,9.99,2010,2
1318,268050,0,2218,10,19.99,2014,0
1319,268220,0,1362,10,6.99,2014,0
1320,268260,4,1252,10,14.99,2014,2
1321,268320,7,966,10,7.99,2015,2
1322,268400,13,1579,10,19.99,2011,2
1323,268420,1,172,5,0.0,2014,2
1324,268500,13,2603,10,59.99,2016,2
1325,268650,0,888,10,19.99,2014,2
1326,268750,0,1313,10,9.99,2014,2
1327,268850,14,761,10,0.0,2014,2
1328,268870,0,1867,10,29.99,2015,2
1329,268970,1,2610,10,14.99,2015,2
1330,269030,7,2313,10,9.99,2013,1
1331,269050,1,2608,10,5.99,2014,2
1332,269210,0,1046,10,5.99,2014,1
1333,269250,7,2571,10,12.99,2014,2
1334,269270,0,1288,10,2.99,2014,2
1335,269290,14,1267,10,14.99,2014,2
1336,269310,0,1125,10,9.99,2016,2
1337,269330,1,391,10,4.99,2014,2
